timestamp,open,high,low,close,volume
1785924900000,64149.61,64242.93,64080.77,64209.03,108.28452
1785925800000,64209.04,64238.43,64180.01,64195.28,59.90756
1785926700000,64195.28,64209.26,64020,64062.23,108.88689
1785927600000,64062.23,64116.64,64058.02,64089.33,71.24053
1785928500000,64089.33,64091.5,64044.5,64076.79,63.18126
1785929400000,64076.79,64150,64060.97,64100.78,81.0347
1785930300000,64100.78,64100.79,64058,64075.28,43.13168
1785931200000,64075.28,64233.53,64050,64206,177.88877
1785932100000,64205.99,64581.43,64190,64515.81,611.13765
1785933000000,64515.81,64547.99,64389.65,64472.01,147.36774
1785933900000,64472,64472.01,64330,64332.43,101.5802
1785934800000,64332.43,64342,64105.26,64141.99,167.11642
1785935700000,64142,64212.81,64115.45,64145.19,139.87907
1785936600000,64145.2,64294,63880,64176,391.84157
1785937500000,64176,64412,64036,64407.99,323.45616
1785938400000,64407.99,64529.99,64310,64472.56,360.52372
1785939300000,64472.55,64578,64319.31,64356,308.31207
1785940200000,64355.99,64464,64300,64429.13,214.12153
1785941100000,64429.12,64536,64319.16,64476.39,164.54977
1785942000000,64476.4,64744,64453.45,64628,329.72783
1785942900000,64628,64635.55,64440.55,64505.25,345.06085
1785943800000,64505.25,64721,64505.25,64557.12,182.41505
1785944700000,64557.13,64557.13,64385.49,64388.01,129.63501
1785945600000,64388.01,64613.98,64388,64613.98,101.05159
1785946500000,64613.99,64760.99,64570.8,64747.74,209.35454
1785947400000,64747.75,64758.83,64655.07,64687.73,139.00441
1785948300000,64687.72,64687.72,64619.79,64661.99,89.52386
1785949200000,64661.99,64696.93,64590,64590.21,69.78826
1785950100000,64590.21,64616,64541.71,64605.16,69.16739
1785951000000,64605.16,64749.99,64585.37,64698,147.09991
1785951900000,64698,64804,64676.99,64770,194.01988
1785952800000,64770,64807.97,64670.01,64800.31,167.29118
1785953700000,64800.31,64813.62,64680.12,64730.77,115.05075
1785954600000,64730.77,64804.19,64678.31,64804.18,108.36252
1785955500000,64804.18,64844.99,64760.01,64799.1,118.46781
1785956400000,64799.1,64917.17,64781.79,64885.5,162.59173
1785957300000,64885.51,64930,64868,64914.99,111.86507
1785958200000,64915,64925.27,64870.88,64898.01,67.31403
1785959100000,64898.01,64936.18,64838.52,64840.28,125.21596
1785960000000,64840.27,64921.97,64806.46,64921.97,108.44176
1785960900000,64921.96,65025.22,64873.26,64982.11,280.36552
1785961800000,64982.12,64991.88,64931.69,64975.76,64.30293
1785962700000,64975.77,64991.66,64822.89,64822.89,45.27879
1785963600000,64822.88,64825.78,64702.57,64779.47,142.75622
1785964500000,64779.47,64782,64657.69,64665.92,158.49563
1785965400000,64665.92,64748.05,64665.92,64723.23,104.47948
1785966300000,64723.22,64763.77,64676,64733.13,61.64158
1785967200000,64733.13,64767.26,64648.01,64684.01,90.23379
1785968100000,64684,64730,64678.96,64729.99,56.48579
1785969000000,64730,64783.84,64684,64693.95,40.22085
1785969900000,64693.95,64716,64629.81,64636,84.13002
1785970800000,64636,64692,64579.15,64678.67,77.47985
1785971700000,64678.66,64749.99,64629.35,64699.55,120.99097
1785972600000,64699.56,64708,64665.12,64665.12,134.88154
1785973500000,64665.11,64680.01,64580.57,64665.23,227.64886
1785974400000,64665.24,64682.92,64598.72,64604.07,274.25057
1785975300000,64604.07,64711.06,64572,64686.79,101.52222
1785976200000,64686.8,64724.38,64645.71,64645.72,57.03308
1785977100000,64645.71,64695.02,64622,64644.99,44.18753
1785978000000,64644.92,64658.01,64582.55,64606.83,182.22434
1785978900000,64606.84,64609.29,64518.08,64518.08,48.32002
1785979800000,64518.09,64616.76,64498,64565.99,104.92236
1785980700000,64565.99,64659.65,64565.99,64580.07,58.47318
1785981600000,64580.08,64650.62,64533.03,64560.51,51.08683
1785982500000,64560.5,64585.2,64439.34,64527.82,150.89972
1785983400000,64527.81,64579.12,64482.14,64579.11,56.24245
1785984300000,64579.12,64598,64540.63,64579.36,174.02607
1785985200000,64579.36,64579.36,64519.08,64572,44.64841
1785986100000,64572,64572,64510.75,64541.73,44.91329
1785987000000,64541.74,64583.63,64505.13,64505.14,84.55406
1785987900000,64505.13,64543.27,64493.2,64531.03,23.87685
1785988800000,64531.03,64590.55,64496.27,64582.61,54.14763
1785989700000,64582.6,64696,64582.6,64695.92,60.34897
1785990600000,64695.93,64730,64656.9,64660,127.90229
1785991500000,64659.99,64755.72,64634.41,64734.65,111.98346
1785992400000,64734.65,64996,64730.26,64913.88,162.85888
1785993300000,64913.88,64996,64887.01,64889.99,163.57503
1785994200000,64889.99,64916.79,64851.59,64902.54,123.11013
1785995100000,64902.54,64911.89,64860.08,64908.09,65.69423
1785996000000,64908.1,64908.1,64778.06,64781.19,73.59526
1785996900000,64781.2,64828.82,64745.69,64828,46.77756
1785997800000,64828,64858.11,64813.88,64837.99,49.67963
1785998700000,64838,64860,64809.43,64860,63.24136
1785999600000,64860,64945.72,64820,64945.71,103.27328
1786000500000,64945.71,64965.66,64894.01,64903,131.59617
1786001400000,64902.99,64903,64776,64815.99,223.54812
1786002300000,64815.99,64841.93,64785.99,64809.7,221.42325
1786003200000,64809.7,64854,64763.11,64772,89.98302
1786004100000,64772,64897.5,64760,64897.5,73.67527
1786005000000,64897.5,64922.79,64867.4,64884.39,73.91347
1786005900000,64884.39,64999,64881.34,64941.99,85.93392
1786006800000,64942,64944,64750,64769.72,156.25893
1786007700000,64769.72,64841.14,64722.12,64729.65,104.11581
1786008600000,64729.65,64729.66,64630,64667.22,79.81311
1786009500000,64667.21,64697.93,64637.99,64683.62,63.896
1786010400000,64683.62,64683.62,64594.29,64602.01,68.53253
1786011300000,64602.01,64685.05,64581.21,64682,63.06464
1786012200000,64681.99,64682,64625.17,64625.18,41.13857
1786013100000,64625.17,64648.79,64608.31,64615.95,35.14736
1786014000000,64615.95,64623.48,64503.54,64574.3,99.3741
1786014900000,64574.31,64642.29,64574.3,64584.11,76.14215
1786015800000,64584.11,64661.26,64584.11,64643.63,139.2169
1786016700000,64643.64,64646,64583.78,64622.09,57.40856
1786017600000,64622.08,64637.68,64471.04,64478.06,99.93987
1786018500000,64478.06,64545.55,64450,64545.55,48.84721
1786019400000,64545.54,64592.57,64506.55,64526.55,77.96978
1786020300000,64526.56,64534.91,64381.96,64424,109.70119
1786021200000,64424.01,64436.88,64205.72,64256.27,229.57359
1786022100000,64256.26,64298,64180,64243.78,235.46306
1786023000000,64243.78,64431.09,64172,64398.01,250.50277
1786023900000,64398.01,64524.21,64382,64434.01,154.65606
1786024800000,64434.01,64556,64380.42,64468.4,184.19974
1786025700000,64468.39,64580,64420,64429.7,159.66215
1786026600000,64429.7,64833.19,64362,64810.31,266.47661
1786027500000,64810.32,64850,64682,64778,170.78874
1786028400000,64778.01,64987.26,64764,64852.33,254.2994
1786029300000,64852.33,64894,64705.42,64826,220.03707
1786030200000,64826,64873.2,64708,64754,125.46135
1786031100000,64754.01,64868.83,64624.29,64631.87,173.0362
1786032000000,64631.88,64717.99,64600,64637.99,130.5744
1786032900000,64637.99,64685.57,64592.37,64654.57,88.15026
1786033800000,64654.57,64756,64618.93,64716.8,90.31986
1786034700000,64716.8,64778,64662.18,64757.99,61.27271
1786035600000,64758,64834,64721.74,64721.74,83.58668
1786036500000,64721.73,64742.39,64680,64688.45,57.93822
1786037400000,64688.45,64715.99,64548.81,64597.72,85.86863
1786038300000,64597.73,64649.07,64582,64621.69,66.35855
1786039200000,64621.68,64621.69,64472.16,64539.98,129.83496
1786040100000,64539.99,64594,64508.01,64518.01,79.39483
1786041000000,64518.01,64520,64412.85,64420.01,77.90087
1786041900000,64420.01,64449.05,64378.67,64418.47,60.1624
1786042800000,64418.48,64464.04,64418.14,64441.52,98.34038
1786043700000,64441.53,64459.79,64392.38,64405.39,152.92824
1786044600000,64405.39,64454.96,64365,64430,95.67013
1786045500000,64430,64474.71,64400,64446,102.65482
1786046400000,64446.01,64536.32,64446,64527.68,59.56733
1786047300000,64527.68,64527.68,64444.46,64483.99,48.75526
1786048200000,64483.99,64488.26,64460.85,64461.51,51.96822
1786049100000,64461.52,64476.61,64439.7,64439.7,35.18448
